"識別碼","filename","unz","imbiau"
1958,"blwr01957","斷章取義","dng2_ziunn1_cu4_qi2"
1959,"blwr01958","斷水斷電","dng2_zui4_dng2_den2"
1960,"blwr01959","總統選舉","zong4_tong4_suan4_gi4"
1961,"blwr01960","環保聯盟","kuan5_bor4_len5_ving5"
1962,"blwr01961","親生媽媽","cin1_senn1_ma1_ma1"
1963,"blwr01962","數十年來","so3_zap6_ni5_lai5"
1964,"blwr01963","綠色和平","lik6_sik7_hor5_bing5"
1965,"blwr01964","種瓜得瓜","zing4_gue1_dit7_gue1"
1966,"blwr01965","幕後新聞","vo2_au2_sin1_vun5"
1967,"blwr01966","夢度人生","vang2_do2_qin5_sing1"
1968,"blwr01967","夢度人生","vang2_do2_lin5_sing1"
1969,"blwr01968","飼百樣人","ci2_bah7_iunn2_lang5"
1970,"blwr01969","違規行業","ui5_gui1_hang5_qiap6"
1971,"blwr01970","路邊擔仔","lo2_binn1_dann3_a4"
1972,"blwr01971","詳詳細細","siong5_siong5_se3_se3"
1973,"blwr01972","新虎尾溪","sin1_ho4_vue4_ke1"
1974,"blwr01973","愈想愈氣","lu4_siunn2_lu4_ki3"
1975,"blwr01974","意識型態","i3_sik7_hing5_tai3"
1976,"blwr01975","傳真熱線","tuan5_zin1_ret6_suann3"
1977,"blwr01976","順順利利","sun2_sun2_li2_li2"
1978,"blwr01977","開頭毛店","kui1_tau5_mo5_diam3"
1979,"blwr01978","開冤枉錢","kai1_uan1_ong4_zinn5"
1980,"blwr01979","稀有物種","hi1_iu4_vut6_ziong4"
1981,"blwr01980","無啥路用","vor5_siann4_lo2_iong2"
1982,"blwr01981","無頭無尾","vor5_tau5_vor5_vue4"
1983,"blwr01982","無去ge著","vor5_ki3_ge3_diorh6"
1984,"blwr01983","無孔不入","vu5_kong4_but7_rip6"
1985,"blwr01984","湖口事件","o5_kau4_su2_giann2"
1986,"blwr01985","港都夜雨","gang4_do1_ia2_u4"
1987,"blwr01986","朝野人士","diau5_ia4_rin5_su2"
1988,"blwr01987","提百幾萬","teh6_bah7_gui4_van2"
1989,"blwr01988","惡性循環","ok7_sing3_sun5_kuan5"
1990,"blwr01989","勞雇分擔","lor5_go3_hun1_dam1"
1991,"blwr01990","第十二名","de2_zap6_qi2_mia5"
1992,"blwr01991","偷工減料","tau1_gang1_giam4_liau2"
1993,"blwr01992","做會起來","zor3_e2_ki4_lai5"
1994,"blwr01993","高等法院","gor1_ding4_huat7_inn2"
1995,"blwr01994","能力分班","ling5_lik6_hun1_ban1"
1996,"blwr01995","真真正正","zin1_zin1_ziann3_ziann3"
1997,"blwr01996","烏甜仔菜","o1_dinn1_a4_cai3"
1998,"blwr01997","海底摸針","hai4_de4_vong1_ziam1"
1999,"blwr01998","消防隊員","siau1_hong5_dui2_quan5"
2000,"blwr01999","浪費著錢","long2_hui3_diorh6_zinn5"
2001,"blwr02000","家有家規","ga1_iu4_ga1_gui1"
2002,"blwr02001","娛樂場所","qo5_lok6_diunn5_so4"
2003,"blwr02002","風風雨雨","hong1_hong1_u4_u4"
2004,"blwr02003","科學園區","kor1_hak6_quan5_ku1"
2005,"blwr02004","看出產啥","kuann3_cut7_san4_siann4"
2006,"blwr02005","度日如年","do2_rit6_ru5_ni5"
2007,"blwr02006","幽默文學","iu1_vik6_vun5_hak6"
2008,"blwr02007","南清公路","lam5_cing1_gong1_lo2"
2009,"blwr02008","空頭支票","kang1_tau5_zi1_pior3"
2010,"blwr02009","社會運動","sia2_hue2_un2_dong2"
2011,"blwr02010","社會反毒","sia2_hue2_huan4_dok6"
2012,"blwr02011","念東念西","liam2_dang1_liam2_sai1"
2013,"blwr02012","來龍去脈","lai5_liong5_ki3_mai2"
2014,"blwr02013","阮無愛名","qun4_vor5_ai3_mia5"
2015,"blwr02014","汽車拖吊","ki3_cia1_tua1_diau3"
2016,"blwr02015","每禮拜二","mui4_le4_bai3_qi2"
2017,"blwr02016","你所聽著","li4_so4_tiann1_diorh6"
2018,"blwr02017","自立早報","zu2_lip6_za4_bor3"
2019,"blwr02018","老老實實","lau2_lau4_sit6_sit6"
2020,"blwr02019","有氣無脈","u2_ki3_vor5_mai2"
2021,"blwr02020","年深日久","ni5_cim1_lit6_gu4"
2022,"blwr02021","安安穩穩","an1_an1_un4_un4"
2023,"blwr02022","地理區隔","de2_li4_ku1_geh7"
2024,"blwr02023","合久必分","hap6_gu4_bit7_hun1"
2025,"blwr02024","先聲奪人","sen1_siann1_duat6_qin5"
2026,"blwr02025","白色恐佈","beh6_sik7_kiong4_bo3"
2027,"blwr02026","用牛角做","iong2_qu5_gak7_zor3"
2028,"blwr02027","永續經營","ing4_siok6_ging1_ing5"
2029,"blwr02028","平埔族群","benn5_bo1_zok6_gun5"
2030,"blwr02029","去ho雷zim","ki3_ho2_lui5_zim1"
2031,"blwr02030","卡少來a","kah7_zior4_lai5_a2"
2032,"blwr02031","加卡簡單","ge1_ka4_gan4_dan1"
2033,"blwr02032","比如論講","bi4_ru5_lun2_gong4"
2034,"blwr02033","日本歌曲","rit6_bun4_gua1_kik7"
2035,"blwr02034","引cua人民","in4_cua2_qin5_vin5"
2036,"blwr02035","分類索引","hun1_lui2_sor4_in4"
2037,"blwr02036","公共政策","gong1_giong2_zing3_cik7"
2038,"blwr02037","六七千箍","lak6_cit7_cing1_ko1"
2039,"blwr02038","內政部長","lue2_zing3_bo2_diunn4"
2040,"blwr02039","小兒麻痺","sior4_ri5_va5_bi3"
2041,"blwr02040","土地入來","to4_de2_rip6_lai5"
2042,"blwr02041","千變萬化","cen1_ben3_van2_hua3"
2043,"blwr02042","三界六道","sam1_gai3_liok6_dor2"
2044,"blwr02043","十二點半","zap6_ri2_diam4_buann3"
2045,"blwr02044","人會笑你","lang5_e2_cior3_li4"
2046,"blwr02045","二十統歲","qi2_zap6_tong4_hue3"
2047,"blwr02046","二十外個","qi2_zap6_qua2_e5"
2048,"blwr02047","二十五年","li2_zap6_qo2_ni5"
2049,"blwr02048","二十九個","ri2_zap6_gau4_e5"
2050,"blwr02049","一粒仔囝","zit6_liap6_a4_giann4"
2051,"blwr02050","一目nih仔","zit6_vak6_nih7_a4"
2052,"blwr02051","veh問按怎","veh7_mng2_an4_zuann4"
2053,"blwr02052","ma是按呢","ma2_si2_an4_ne1"
2054,"blwr02053","hit個時陣","hit7_e5_si5_zun2"
2055,"blwr02054","Qaugah戴桌","gau2_gah7_di3_dorh7"
2056,"blwr02055","憨憨a","qong2_qong2_a4"
2057,"blwr02056","徛起來","kia2_ki4_lai5"
2058,"blwr02057","剉剉掉","cor3_cor3_diau3"
2059,"blwr02058","驗音盤","qiam2_im1_buann5"
2060,"blwr02059","聽音樂","tiann1_im1_qak6"
2061,"blwr02060","彎入去","uan1_rip6_ki3"
2062,"blwr02061","驅逐機","ku1_diok6_gi1"
2063,"blwr02062","鐵掃帚","tih7_sau3_ciu4"
2064,"blwr02063","勸酒胡","kng3_ziu4_o5"
2065,"blwr02064","鵪鶉仔","en2_tun2_a4"
2066,"blwr02065","關漢卿","guan1_han3_king1"
2067,"blwr02066","贊助者","zan3_zo2_zia4"
2068,"blwr02067","鵝鸞鼻","qor5_luan5_pinn2"
2069,"blwr02068","鵝掌草","qia5_zang4_cau4"
2070,"blwr02069","魏文帝","qui2_vun5_de3"
2071,"blwr02070","騎都尉","ki5_do1_ui2"
2072,"blwr02071","雙週刊","siang1_ziu1_kan1"
2073,"blwr02072","闖江湖","cong3_gang1_o5"
2074,"blwr02073","鎮代表","din3_dai2_biau4"
2075,"blwr02074","覆盆子","hok7_pun5_zu4"
2076,"blwr02075","薦任官","zen3_rim2_guann1"
2077,"blwr02076","歸月日","gui1_qeh6_rit6"
2078,"blwr02077","斷腸花","duan2_ciang5_hua1"
2079,"blwr02078","雖然是","sui1_ren5_si2"
2080,"blwr02079","薛仁貴","sih7_qin5_gui3"
2081,"blwr02080","龍舌蘭","liong5_set6_lan5"
2082,"blwr02081","鴨兒芹","ah7_ri5_kin5"
2083,"blwr02082","頭殼痛","tau5_kak7_tiann3"
2084,"blwr02083","頭半天","tau5_puann3_tinn1"
2085,"blwr02084","頷仔領","am2_a4_nia4"
2086,"blwr02085","險險著","hiam4_hiam4_diorh6"
2087,"blwr02086","閻魔蟲","qiam5_mo5_tang5"
2088,"blwr02087","錢謙益","zinn5_kiam1_ik7"
2089,"blwr02088","錯誤犯","cor3_ngo2_huan2"
2090,"blwr02089","輸入稅","su1_qip6_sue3"
2091,"blwr02090","輻生所","hok7_sinn1_so4"
2092,"blwr02091","貓兒眼","niau1_ri5_qan4"
2093,"blwr02092","糖仔餅","tng5_a4_biann4"
2094,"blwr02093","積雪草","zik7_seh7_cau4"
2095,"blwr02094","奮起湖","hun3_ki4_o5"
2096,"blwr02095","魯肉飯","lo4_vah7_bng2"
2097,"blwr02096","鬧笑話","nau2_cior3_ue2"
2098,"blwr02097","養老金","iang4_no4_gim1"
2099,"blwr02098","鄭良偉","denn2_liong5_ui4"
2100,"blwr02099","踏話頭","dah6_ue2_tau5"
2101,"blwr02100","踢毽子","tat7_gen3_zu4"
2102,"blwr02101","蝶戀花","diap6_luan5_hue1"
2103,"blwr02102","練習律","len2_sip6_lut6"
2104,"blwr02103","稻梁謀","diu2_liang5_vo5"
2105,"blwr02104","歎詞說","tam3_su5_suat7"
2106,"blwr02105","數十位","so3_zap6_ui2"
2107,"blwr02106","影響力","ing4_hiong4_lat6"
2108,"blwr02107","酸抽疼","sng1_tiu1_tiann3"
2109,"blwr02108","趙飛燕","dior2_hui1_en3"
2110,"blwr02109","製造品","ze3_zor2_pin4"
2111,"blwr02110","蜜月期","vit6_quat6_gi5"
2112,"blwr02111","蓄電池","hiok7_den2_di5"
2113,"blwr02112","膀胱炎","pong5_gong1_iam2"
2114,"blwr02113","綠草坪","lik6_cau4_penn5"
2115,"blwr02114","監票員","gam3_pior3_quan5"
2116,"blwr02115","滴落來","dih7_lorh6_lai5"
2117,"blwr02116","榴彈砲","liu5_duann5_pau3"
2118,"blwr02117","撇過去","pet7_gue3_ki3"
2119,"blwr02118","解說員","gai4_sueh7_quan5"
2120,"blwr02119","葉捲蟲","hiorh6_gng4_tang5"
2121,"blwr02120","腰脊骨","ior1_ziah7_gut7"
2122,"blwr02121","萬戶侯","van2_ho2_hior5"
2123,"blwr02122","煙霞癖","en1_ha5_piah7"
2124,"blwr02123","會m著","hue2_m2_diorh6"
2125,"blwr02124","感染著","gam4_riam4_diorh6"
2126,"blwr02125","催眠術","cui1_ven5_sut6"
2127,"blwr02126","黃袈裟","ng5_ga1_sa1"
2128,"blwr02127","開口跳","kui1_kau4_tiau3"
2129,"blwr02128","閏八月","run2_beh7_queh6"
2130,"blwr02129","量日表","niu5_qit6_bior4"
2131,"blwr02130","量天尺","niu5_ten1_ciorh7"
2132,"blwr02131","超音速","ciau1_im1_sok7"
2133,"blwr02132","絕緣體","zuat6_en5_te4"
2134,"blwr02133","結核菌","get7_hik6_kun4"
2135,"blwr02134","無聊賴","vu5_liau5_lua2"
2136,"blwr02135","欽天監","kim1_ten1_gam3"
2137,"blwr02136","棉ziorh被","mi5_ziorh7_pue2"
2138,"blwr02137","斯巴達","su1_ba1_dat6"
2139,"blwr02138","敢死隊","gann4_si4_dui2"
2140,"blwr02139","插秧仔","cah7_ng1_a4"
2141,"blwr02140","復活節","hok6_uah6_zet7"
2142,"blwr02141","復活節","hok6_huah6_zet7"
2143,"blwr02142","創創去","cong3_cong3_ki3"
2144,"blwr02143","最夭壽","zue3_iau1_siu2"
2145,"blwr02144","麥哲倫","veh6_det7_lun5"
2146,"blwr02145","鳥du仔","ziau4_du5_a4"
2147,"blwr02146","閉門羹","bi3_mng5_genn1"
2148,"blwr02147","郭泰源","gueh7_tai3_quan5"
2149,"blwr02148","逐禮拜","dak6_le4_bai3"
2150,"blwr02149","逐個人","dak6_e5_lang5"
2151,"blwr02150","被壓迫","bi2_ap7_bik7"
2152,"blwr02151","蛇舌象","zua5_zih6_ciunn2"
2153,"blwr02152","第八個","de2_beh7_e5"
2154,"blwr02153","第一名","de2_it7_mia5"
2155,"blwr02154","球半徑","giu5_buan3_ging3"
2156,"blwr02155","徙徙leh","sua4_sua4_leh7"
2157,"blwr02156","密周周","vat6_ziu1_ziu1"
2158,"blwr02157","寄生蟲","gia3_sing1_tiong5"
2159,"blwr02158","啦啦隊","la3_la3_dui2"
2160,"blwr02159","馬爾他","ve4_ni4_tann1"
2161,"blwr02160","起毛vai","ki4_mo1_vai4"
2162,"blwr02161","耽誤gah","dam1_ngo2_gah7"
2163,"blwr02162","納骨塔","lap6_gut7_tah7"
2164,"blwr02163","紡錘根","pang4_tui5_gin1"
2165,"blwr02164","祝融峰","ziok7_riong5_hong1"
2166,"blwr02165","特效藥","dik6_hau2_iorh6"
2167,"blwr02166","烏青青","o1_cenn1_cenn1"
2168,"blwr02167","烏名單","o1_mia5_duann1"
2169,"blwr02168","浮萍科","pu5_ping5_kor1"
2170,"blwr02169","消耗戰","siau1_honn3_zen3"
2171,"blwr02170","泰雅族","tai3_nga4_zok6"
2172,"blwr02171","氣putput","ki3_put6_put6"
2173,"blwr02172","倒栽蔥","dor3_zai1_cang1"
2174,"blwr02173","食道癌","sit6_dor2_qam5"
2175,"blwr02174","茅仔厝","hm5_a4_cu3"
2176,"blwr02175","胞兄弟","bau1_hiann1_di2"
2177,"blwr02176","耐火磚","nai2_hue4_zng1"
2178,"blwr02177","紅檜木","ang5_kuai3_vok6"
2179,"blwr02178","突然來","tut6_ren5_lai5"
2180,"blwr02179","秒差距","vior4_ca1_gi2"
2181,"blwr02180","拾起來","kiorh7_ki4_lai5"
2182,"blwr02181","括約肌","guat7_iok7_gi1"
2183,"blwr02182","後埕斗","au2_diann5_dau4"
2184,"blwr02183","威脅性","ui1_hiap6_sing3"
2185,"blwr02184","南北極","lam5_bak7_gik6"
2186,"blwr02185","門墘腳","mng5_ginn5_ga1"
2187,"blwr02186","長桑君","diang5_song1_gun1"
2188,"blwr02187","爭無食","zenn1_vor5_ziah6"
2189,"blwr02188","波及著","por1_gip6_diorh6"
2190,"blwr02189","林鳳嬌","lim5_hong2_giau1"
2191,"blwr02190","放瞌瞌","bang3_keh7_keh7"
2192,"blwr02191","放拋荒","bang3_pa1_hng1"
2193,"blwr02192","拆掉去","tiah7_diau2_ki3"
2194,"blwr02193","拍新婦","pah7_sim1_bu2"
2195,"blwr02194","所接觸","so4_ziap7_ciok7"
2196,"blwr02195","孟浩然","ming2_hor2_qen5"
2197,"blwr02196","孟姜女","ving2_giang1_lu4"
2198,"blwr02197","姊妺品","zi4_muai2_pin4"
2199,"blwr02198","受歡迎","siu2_huan1_qing5"
2200,"blwr02199","足呵咾","zok7_or1_lor4"
2201,"blwr02200","赤焰焰","ciah7_iam2_iam2"
2202,"blwr02201","批八字","pe1_bat7_ri2"
2203,"blwr02202","尿道炎","rior2_dor2_iam2"
2204,"blwr02203","尿毒症","qior2_dok6_zing3"
2205,"blwr02204","尿毒症","lior2_dok6_zing3"
2206,"blwr02205","作不得","zorh7_but7_dit7"
2207,"blwr02206","考察團","kor4_zat7_tuan5"
2208,"blwr02207","羊皮紙","ionn5_pue5_zua4"
2209,"blwr02208","死硬派","si4_nge2_pai3"
2210,"blwr02209","有把握","u2_ba4_ok7"
2211,"blwr02210","合做伙","gap7_zor3_hue4"
2212,"blwr02211","休息站","hiu1_sik7_zam2"
2213,"blwr02212","石灰乳","ziorh6_hue1_lng1"
2214,"blwr02213","玄參科","hen5_som1_kor1"
2215,"blwr02214","扑結球","pah7_gat7_giu5"
2216,"blwr02215","巧巧人","kiau4_kiau4_lang5"
2217,"blwr02216","去珍惜","ki3_din1_siorh7"
2218,"blwr02217","卡普遍","kah7_po4_pen3"
2219,"blwr02218","半衰期","buann3_suai1_gi5"
2220,"blwr02219","充滿著","ciong1_mua4_diorh6"
2221,"blwr02220","爪爬仔","riau3_be5_a4"
2222,"blwr02221","歹歹叫","painn4_painn4_gior3"
2223,"blwr02222","木葉蝶","vok6_hiorh6_iah6"
2224,"blwr02223","五個人","qo2_e5_lang5"
2225,"blwr02224","小卒仔","sior4_zut7_a2"
2226,"blwr02225","三十個","sann1_zap6_e5"
2227,"blwr02226","入場券","rip6_dionn5_gng3"
2228,"blwr02227","siunn過窄","siunn1_gue3_eh6"
2229,"blwr02228","sak作堆","sak7_zok7_dui1"
2230,"blwr02229","qiu龍骨","qiu4_liong5_gut7"
2231,"blwr02230","qau講話","qau5_gong4_ue2"
2232,"blwr02231","pokpokpok","pok6_pok6_pok6"
2233,"blwr02232","ianniann飛","iann3_iann3_bue1"
2234,"blwr02233","hiah濟個","hiah7_ze2_e5"
2235,"blwr02234","due血走","due3_hueh7_zau4"
2236,"blwr02235","dihiaa","di2_hia1_a2"
2237,"blwr02236","deh怨嘆","deh7_uan3_tan3"
2238,"blwr02237","鬱熱","ut7_ruah6"
2239,"blwr02238","鑿仔","cak6_a4"
2240,"blwr02239","纖弱","ciam1_riok6"
2241,"blwr02240","鰻sionn","mua5_sionn5"
2242,"blwr02241","聽任","ting3_qim2"
2243,"blwr02242","齧破","qet6_pua3"
2244,"blwr02243","鶴列","horh6_let6"
2245,"blwr02244","爛爛","nua2_nua2"
2246,"blwr02245","攝魄","liap7_pik7"
2247,"blwr02246","懼怕","ku2_pann3"
2248,"blwr02247","饒沃","qiau5_ak7"
2249,"blwr02248","飄忽","piau1_hut7"
2250,"blwr02249","蘇澳","so1_or3"
2251,"blwr02250","關學","guainn1_orh6"
2252,"blwr02251","礙手","ngai2_ciu4"
2253,"blwr02252","曝鹽","pak6_iam5"
2254,"blwr02253","曠闊","kong3_kuah7"
2255,"blwr02254","攀緣","pan1_en5"
2256,"blwr02255","懷柔","huai5_riu5"
2257,"blwr02256","懷恨","huai5_hin2"
2258,"blwr02257","題跋","te5_buat6"
2259,"blwr02258","轉脫","zuan4_tuat7"
2260,"blwr02259","豐滿","hong1_vuan4"
2261,"blwr02260","謬見","viu2_gen3"
2262,"blwr02261","鍋貼","or1_tiap7"
2263,"blwr02262","薄曉","borh6_hiau4"
2264,"blwr02263","爵床","ziak7_cng5"
2265,"blwr02264","謁告","et7_gor3"
2266,"blwr02265","禦寇","qu2_kior3"
2267,"blwr02266","磨滅","vua5_vet6"
2268,"blwr02267","橫暴","huainn5_bok6"
2269,"blwr02268","齒腔","ki4_kiunn1"
2270,"blwr02269","齒腔","ki4_giunn1"
2271,"blwr02270","養銳","iang4_rue2"
2272,"blwr02271","醋缽","co3_buah7"
2273,"blwr02272","遷讓","ken1_riang2"
2274,"blwr02273","遮擋","ria1_dong3"
2275,"blwr02274","遮蔽","lia1_bi3"
2276,"blwr02275","踏過","da2_kue3"
2277,"blwr02276","請託","ciann4_tok7"
2278,"blwr02277","蝨官","sap7_guann1"
2279,"blwr02278","罷斥","ba2_tik7"
2280,"blwr02279","稽答","ke3_dap7"
2281,"blwr02280","確切","kak7_cet7"
2282,"blwr02281","盤纏","puan5_can5"
2283,"blwr02282","瘦削","san4_siah7"
2284,"blwr02283","獎章","ziang4_ziang1"
2285,"blwr02284","撥付","puah7_hu3"
2286,"blwr02285","酷熱","kok7_luah6"
2287,"blwr02286","誤殺","ngo2_sat7"
2288,"blwr02287","暢鬱","tiang3_ut7"
2289,"blwr02288","撤換","tet7_uann2"
2290,"blwr02289","摘印","diah7_in3"
2291,"blwr02290","截著","zah6_diorh6"
2292,"blwr02291","頓挫","dun3_cok7"
2293,"blwr02292","雉雞","ti2_ge1"
2294,"blwr02293","過往","gue3_ong4"
2295,"blwr02294","跨刀","kua3_dor1"
2296,"blwr02295","葉門","iap6_vun5"
2297,"blwr02296","節日","zeh7_rit6"
2298,"blwr02297","碰壁","bong2_biah7"
2299,"blwr02298","煞星","suah7_cinn1"
2300,"blwr02299","楹聯","enn5_len5"
2301,"blwr02300","會tiam","e2_tiam4"
2302,"blwr02301","暗學","am3_orh6"
2303,"blwr02302","新en","sim1_en4"
2304,"blwr02303","搜括","so1_guah7"
2305,"blwr02304","微妙","vi5_miau2"
2306,"blwr02305","黃耳","uinn5_hinn2"
2307,"blwr02306","雅集","qa4_zip6"
2308,"blwr02307","鄉村","hiang1_cun1"
2309,"blwr02308","蛙吹","ua1_cue1"
2310,"blwr02309","硬化","ngi2_hua3"
2311,"blwr02310","無合","vor5_hah6"
2312,"blwr02311","渾淆","hun5_ngau5"
2313,"blwr02312","渺渺","viau4_viau4"
2314,"blwr02313","渴愛","kat7_ai3"
2315,"blwr02314","插伊","cap7_i2"
2316,"blwr02315","喉頭","au5_tior5"
2317,"blwr02316","喝令","hat7_ling2"
2318,"blwr02317","麻索","mua5_sorh7"
2319,"blwr02318","雀斑","ciak7_ban1"
2320,"blwr02319","陷坑","ham2_kenn1"
2321,"blwr02320","涯岸","qai5_huann2"
2322,"blwr02321","清香","cing1_hionn1"
2323,"blwr02322","悽慘","ce1_cam4"
2324,"blwr02323","唱遊","cionn3_iu5"
2325,"blwr02324","做烏","zor3_o1"
2326,"blwr02325","馬達","moh7_da3"
2327,"blwr02326","閃爍","siam4_siak7"
2328,"blwr02327","退讓","tue3_qiang2"
2329,"blwr02328","送炭","sang3_tuann3"
2330,"blwr02329","辱罵","qiok6_me2"
2331,"blwr02330","起lih","ki4_lih7"
2332,"blwr02331","臭屁","cau3_pui3"
2333,"blwr02332","缺碗","kih7_uann4"
2334,"blwr02333","破隙","pua3_kiah7"
2335,"blwr02334","涉獵","siap7_lah6"
2336,"blwr02335","校園","hau2_huinn5"
2337,"blwr02336","弱點","riak6_diam4"
2338,"blwr02337","弱點","qiak6_diam4"
2339,"blwr02338","香串","hiunn1_cuan3"
2340,"blwr02339","約會","iak7_hue2"
2341,"blwr02340","突變","dut6_ben3"
2342,"blwr02341","歪嘴","uai1_cui3"
2343,"blwr02342","肥缺","bui5_kuat7"
2344,"blwr02343","泣血","kip7_het7"
2345,"blwr02344","欣悅","him1_uat6"
2346,"blwr02345","於邑","u5_ip7"
2347,"blwr02346","抹壁","vuah7_biah7"
2348,"blwr02347","怪怪","guai3_guai3"
2349,"blwr02348","怯弱","kiak7_liok6"
2350,"blwr02349","屈曲","kut7_kiok7"
2351,"blwr02350","姊妹","zi4_mue2"
2352,"blwr02351","良匹","liang5_pit7"
2353,"blwr02352","沒沒","vuat6_vuat6"
2354,"blwr02353","沈沈","dim5_dim5"
2355,"blwr02354","抓癢","riau3_zionn2"
2356,"blwr02355","尾指","vue4_zainn4"
2357,"blwr02356","坎坎","kam4_kam4"
2358,"blwr02357","吸氣","suh7_ki3"
2359,"blwr02358","劫掠","giap7_liah6"
2360,"blwr02359","肉porh","vah7_porh7"
2361,"blwr02360","老妾","lau2_ciap7"
2362,"blwr02361","戎戎","qiong5_qiong5"
2363,"blwr02362","吐血","to3_huih7"
2364,"blwr02363","立名","lip6_mia5"
2365,"blwr02364","皮皮","pi5_pi5"
2366,"blwr02365","生民","sing1_min5"
2367,"blwr02366","玉貌","qik6_mau2"
2368,"blwr02367","去hip","ki3_hip7"
2369,"blwr02368","卯時","vau4_si5"
2370,"blwr02369","卡烏","kah7_o1"
2371,"blwr02370","冊額","ceh7_qiah6"
2372,"blwr02371","山坪","suann1_piann5"
2373,"blwr02372","山坑","suann1_kinn1"
2374,"blwr02373","乞食","kit7_ziah6"
2375,"blwr02374","suainn仔","suainn2_a4"
2376,"blwr02375","meh掠","meh6_liak6"
2377,"blwr02376","hainn頭","hainn3_tau5"
2378,"blwr02377","cuai做","cuai3_zor3"
2379,"blwr02378","cuah布","cuah7_bo3"
2380,"blwr02379","biak開","biak7_kui1"
2381,"blwr02380","宓","vih7"
2382,"blwr02381","攫","giak6"
2383,"blwr02382","闔","kap7"
2384,"blwr02383","繆","mio2"
2385,"blwr02384","嚇","hann4"
2386,"blwr02385","潑","puat7"
2387,"blwr02386","撐","tenn3"
2388,"blwr02387","酸","suinn1"
2389,"blwr02388","嘎","ket7"
2390,"blwr02389","歇","heh7"
2391,"blwr02390","量","nio5"
2392,"blwr02391","腔","kiu1"
2393,"blwr02392","握","at7"
2394,"blwr02393","惡","onn3"
2395,"blwr02394","莢","ngeh7"
2396,"blwr02395","屜","tuah7"
2397,"blwr02396","偃","ann3"
2398,"blwr02397","涉","cop6"
2399,"blwr02398","促","zak7"
2400,"blwr02399","拔","bueh6"
2401,"blwr02400","她","ta1"
2402,"blwr02401","凹","nah7"
2403,"blwr02402","vueh","vueh7"
2404,"blwr02403","事久見人心","su2_gu4_gen3_lin5_sim1"
2405,"blwr02404","市民代表會","ci2_vin5_dai2_biau4_hue2"
2406,"blwr02405","台灣省政府","dai5_uan5_sing4_zing3_hu4"
2407,"blwr02406","小事化無事","sior4_su2_hua3_vor5_su2"
2408,"blwr02407","二月十一號","ri2_queh6_zap6_it7_hor2"
2409,"blwr02408","二十四小時","li2_zap6_si3_sior4_si5"
2410,"blwr02409","葯檢中心","iorh6_giam4_diong1_sim1"
2411,"blwr02410","啥麼意思","siann4_mih7_i3_su3"
2412,"blwr02411","氡子核種","dong1_zu4_hik6_ziong4"
2413,"blwr02412","觀霧山莊","guan1_vu2_san1_zong1"
2414,"blwr02413","聽人講著","tiann1_lang5_gong4_diorh6"
2415,"blwr02414","聽一下仔","tiann1_zit6_e2_a4"
2416,"blwr02415","鐵線網仔","tih7_suann3_vang2_a4"
2417,"blwr02416","議論紛紛","qi2_lun2_hun1_hun1"
2418,"blwr02417","攏無通過","long4_vor5_tong1_gue3"
2419,"blwr02418","雙重國籍","siang1_ding5_gok7_zip6"
2420,"blwr02419","闔家平安","hap6_ga1_bing5_an1"
2421,"blwr02420","轉來轉去","dng4_lai5_dng4_ki3"
2422,"blwr02421","職業傷害","zit7_qiap6_siong1_hai2"
2423,"blwr02422","職業婦女","zit7_qiap6_hu2_lu4"
2424,"blwr02423","營養不良","ing5_iong4_but7_liong5"
2425,"blwr02424","隨機變數","sui1_gi1_ben3_so3"
2426,"blwr02425","辦ho好勢","ban2_ho2_hor4_se3"
2427,"blwr02426","機要祕書","gi1_iau3_bi3_su1"
2428,"blwr02427","學寫中文","orh6_sia4_diong1_vun5"
2429,"blwr02428","駕輕就熟","ga3_kin1_ziu2_sik6"
2430,"blwr02429","翡翠水庫","hui4_cui3_zui4_ko3"
2431,"blwr02430","綠色之友","lik6_sik7_zi1_iu4"
2432,"blwr02431","幕後新聞","vo2_au2_sim1_vun5"
2433,"blwr02432","實實在在","sit6_sit6_zai2_zai2"
2434,"blwr02433","嘉新水泥","ga1_sin1_zui4_ni5"
2435,"blwr02434","鼎ce藤仔","diann4_ce2_ding5_a2"
2436,"blwr02435","電話局碼","den2_ue2_giok6_ve4"
2437,"blwr02436","過年時仔","gue3_ni5_si5_a4"
2438,"blwr02437","搬來搬去","buann1_lai5_buann1_ki3"
2439,"blwr02438","愈做愈大","lu4_zor3_lu4_dua2"
2440,"blwr02439","愛先確定","ai3_sing1_kak7_ding2"
2441,"blwr02440","開足濟錢","kai1_zok7_ze2_zinn5"
2442,"blwr02441","開gam仔店","kui1_gam4_a4_diam3"
2443,"blwr02442","鄉土之愛","hiong1_to4_zi1_ai3"
2444,"blwr02443","買土地案","ve4_to4_de2_an3"
2445,"blwr02444","菜哺角仔","cai3_bo2_gak7_a4"
2446,"blwr02445","發揚光大","huat7_iong5_gong1_dai2"
2447,"blwr02446","無所不至","vu5_so4_but7_zi3"
2448,"blwr02447","無色無味","vor5_sik7_vor5_vi2"
2449,"blwr02448","無外簡單","vor5_qua2_gan4_dan1"
2450,"blwr02449","焦點報導","ziau1_diam4_bor3_dor2"
2451,"blwr02450","幾句仔話","gui4_gu3_a4_ue2"
2452,"blwr02451","幾a十倍","gui4_a2_zap6_bue2"
2453,"blwr02452","單身條款","duann1_sin1_diau5_kuan4"
