"識別碼","CHINESE","TAIWANESE","ForPA","TLPA"
297,"一枝香","一枝香","it7-gi1-hiunn1","it4-ki1-hiunn1"
298,"一枝香","百條根","bah7-diau5-gun1","pah4-tiau5-kun1"
299,"一板一眼","一板一眼","it7-ban4-it7-ghan4","it4-pan2-it4-gan2"
300,"一板一眼","十二點摃十二下","zap6-ri2-diam4-gong3-zap6-ri2-e2","cap8-ji7-tiam2-kong3-cap8-ji7-e7"
301,"一板一眼","死釘釘","si4-ding1-ding1","si2-ting1-ting1"
302,"一板一眼","死訣","si4-guat7","si2-kuat4"
303,"一板一眼","死釦","si4-kau3","si2-khau3"
304,"一波一波","一勻一勻","zit6-un5-zit6-un5","cit8-un5-cit8-un5"
305,"一波未平,-一波又起","百百空","bah7-bah7-kang1","pah4-pah4-khang1"
306,"一泡尿","一垺尿","zit6-bu5-rier2","cit8-pu5-jio7"
307,"一物兩賣","一e5查某囝允兩e5親情","zit6-e5-za5-bho4-giann4-in4-nng2-e5-cin1-ziann5","cit8-e5-ca5-boo2-kiann2-in2-nng7-e5-chin1-ciann5"
308,"一物剋一物","一方破一方","zit6-hng1-pua3-zit6-hng1","cit8-hng1-phua3-cit8-hng1"
309,"一物剋一物","一物降一物","zit6-bhut6-gang3-zit6-bhut6","cit8-but8-kang3-cit8-but8"
310,"一物剋一物","頂司管下司","ding4-si1-guan4-e2-si1","ting2-si1-kuan2-e7-si1"
311,"一物剋一物","鋤頭管畚箕","di5-tau5-guan4-bun3-gi1","ti5-thau5-kuan2-pun3-ki1"
312,"一物剋一物","惡人自有惡人磨","ok7-lang5-zu2-iu4-ok7-lang5-bhua5","ok4-lang5-cu7-iu2-ok4-lang5-bua5"
313,"一物剋一物","惡馬惡人騎","ok7-bhe4-ok7-lang5-kia5","ok4-be2-ok4-lang5-khia5"
314,"一物剋一物","胭脂馬拄著關老爺","en1-zi1-bhe4-du4-dierh6-guan1-ler4-ia5","ian1-ci1-be2-tu2-tioh8-kuan1-lo2-ia5"
315,"一物剋一物","蜈蚣咬","ghia5-gang1-ga2","gia5-kang1-ka7"
316,"一物剋一物","雞母哈","ge1-bher4-hah7","ke1-bo2-hah4"
317,"一直","一直","it7-dit6","it4-tit8"
318,"一直","直直","dit6-dit6","tit8-tit8"
319,"一直","直透","dit6-tau3","tit8-thau3"
320,"一知半解","半桶水","buann3-tang4-zui4","puann3-thang2-cui2"
321,"一知半解","半桶屎","buann3-tang4-sai4","puann3-thang2-sai2"
322,"一知半解","四書熟黜黜","su3-su1-siok6-lut7-lut7","su3-su1-siok8-lut4-lut4"
323,"一知半解","十句九句不","zap6-gu3-gau4-gu3-but7","cap8-ku3-kau2-ku3-put4"
324,"一知半解","知一毋知二","zai1-it7-m2-zai1-ri2","cai1-it4-m7-cai1-ji7"
325,"一知半解","知橫毋知直","zai1-huainn5-m2-zai1-dit6","cai1-huainn5-m7-cai1-tit8"
326,"一知半解","知頭毋知尾","zai1-tau5-m2-zai1-bhue4","cai1-thau5-m7-cai1-bue2"
327,"一知半解","抾人e5屎尾","kierh7-lang5-e5-sai4-bhue4","khioh4-lang5-e5-sai2-bue2"
328,"一知半解","抾燈火屎","kierh7-ding1-hue4-sai4","khioh4-ting1-hue2-sai2"
329,"一股作氣","一氣","zit6-kui3","cit8-khui3"
330,"一股作氣","做一氣","zer3-zit6-kui3","co3-cit8-khui3"
331,"一股腦兒","一氣","zit6-kui3","cit8-khui3"
332,"一股腦兒","做一下","zer3-zit6-e2","co3-cit8-e7"
333,"一肩高,-一肩低","懸低肩","guan5-ge2-ging1","kuan5-ke7-king1"
334,"一表人才","一表人才","it7-biau4-rin5-zai5","it4-piau2-jin5-cai5"
335,"一表人才","將才","ziang3-zai5","ciang3-cai5"
336,"一哄而散","你溜我辿","li4-liu1-ghua4-suan1","li2-liu1-gua2-suan1"
337,"一怒之下","氣到地仔","ki3-gau3-de3-a4","khi3-kau3-te3-a2"
338,"一怒之下","起慼到地","ki4-ceh7-gau3-de2","khi2-cheh4-kau3-te7"
339,"一怒之下","慼心","ceh7-sim1","cheh4-sim1"
340,"一是一,-二是二","一還一","zit6-huan5-zit6","cit8-huan5-cit8"
341,"一是一,-二是二","二還二","ri2-huan5-ri2","ji7-huan5-ji7"
342,"一是一,-二是二","丁是丁","ding1-si2-ding1","ting1-si7-ting1"
343,"一是一,-二是二","卯是卯","bhau4-si2-bhau4","bau2-si7-bau2"
344,"一是一,-二是二","水龜還水龜","zui4-gu1-huan5-zui4-gu1","cui2-ku1-huan5-cui2-ku1"
345,"一是一,-二是二","田螺還田螺","can5-le5-huan5-can5-le5","chan5-le5-huan5-chan5-le5"
346,"一是一,-二是二","釘是釘","ding1-si2-ding1","ting1-si7-ting1"
347,"一是一,-二是二","鉚是鉚","bhau4-si2-bhau4","bau2-si7-bau2"
348,"一是一,-二是二","粗糠還粗糠","co1-kng1-huan5-co1-kng1","choo1-khng1-huan5-choo1-khng1"
349,"一是一,-二是二","冇粟還冇粟","pann3-cik7-huan5-pann3-cik7","phann3-chik4-huan5-phann3-chik4"
350,"一是一,-二是二","魚還魚","hi5-huan5-hi5","hi5-huan5-hi5"
351,"一是一,-二是二","蝦還蝦","he5-huan5-he5","he5-huan5-he5"
352,"一柱擎天","一箍拄天","zit6-ko1-du4-tinn1","cit8-khoo1-tu2-thinn1"
353,"一柱擎天","一箍若天柱","zit6-ko1-na4-tinn1-tiau2","cit8-khoo1-na2-thinn1-thiau7"
354,"一流","一度好","it7-der4-her4","it4-to2-ho2"
355,"一流","一流","it7-liu5","it4-liu5"
356,"一流","太祖e5","tai3-zo4-e5","thai3-coo2-e5"
357,"一派胡言","見鬼司公白賊戲","ginn3-gui4-sai1-gong1-beh6-cat6-hi3","kinn3-kui2-sai1-kong1-peh8-chat8-hi3"
358,"一派胡言","開喙蚶","kui1-cui3-ham1","khui1-chui3-ham1"
359,"一派胡言","粒粒臭","liap6-liap6-cau3","liap8-liap8-chau3"
360,"一派胡言","講仙古","gong4-sen1-go4","kong2-sian1-koo2"
361,"一派胡言","講仙鑼","gong4-sen1-ler5","kong2-sian1-lo5"
362,"一派胡言","蟶無影","tan1-bher5-iann4","than1-bo5-iann2"
363,"一炷香","一枝香","zit6-gi1-hiunn1","cit8-ki1-hiunn1"
364,"一炷香","一炷香","zit6-zu3-hiunn1","cit8-cu3-hiunn1"
365,"一炷香","一欉香","zit6-zang5-hiunn1","cit8-cang5-hiunn1"
366,"一竿子打翻一船人","一枝竹篙押倒一船載","zit6-gi1-dik7-ger1-ah7-der4-zit6-zun5-zai2","cit8-ki1-tik4-ko1-ah4-to2-cit8-cun5-cai7"
367,"一紀","一紀年","zit6-ki4-ni5","cit8-khi2-ni5"
368,"一缸子","一牛車","zit6-ghu5-cia1","cit8-gu5-chia1"
369,"一致","一致","it7-di3","it4-ti3"
370,"一致","仁仁仁","rin5-rin5-rin5","jin5-jin5-jin5"
371,"一面之交","半面相識","buann3-bhin2-siong1-sik7","puann3-bin7-siong1-sik4"
372,"一面倒","西瓜倚大爿","si1-gue1-ua4-dua2-bing5","si1-kue1-ua2-tua7-ping5"
373,"一面倒","倚歸爿","ua4-gui1-bing5","ua2-kui1-ping5"
374,"一面倒","敧歸爿","ki1-gui1-bing5","khi1-kui1-ping5"
375,"一個一個","一e5仔一e5","zit6-e5-a4-zit6-e5","cit8-e5-a2-cit8-e5"
376,"一個一個","隨e5仔隨e5","sui5-e5-a4-sui5-e5","sui5-e5-a2-sui5-e5"
377,"一個巴掌不響","錢無兩e5袂霆","zinn5-bher5-nng2-e5-bhe2-dan5","cinn5-bo5-nng7-e5-be7-tan5"
378,"一個多月","一月外","zit6-ghueh6-ghua2","cit8-gueh8-gua7"
379,"一個多月","一月捅","zit6-ghueh6-tong4","cit8-gueh8-thong2"
380,"一個多月","月外日","ghueh6-ghua2-rit6","gueh8-gua7-jit8"
381,"一個多月","個外月","ger3-ghua2-ghueh6","ko3-gua7-gueh8"
382,"一個多月","個捅月","ger3-tong4-ghueh6","ko3-thong2-gueh8"
383,"一個多月","捅外月","tong4-ghua2-ghueh6","thong2-gua7-gueh8"
384,"一個接一個","一e5接一e5","zit6-e5-ziap7-zit6-e5","cit8-e5-ciap4-cit8-e5"
385,"一個接一個","相紲","sier1-sua3","sio1-sua3"
386,"一個接一個","相綴","sier1-due3","sio1-tue3"
387,"一個銅板不響","錢無兩e5袂霆","zinn5-bher5-nng2-e5-bhe2-dan5","cinn5-bo5-nng7-e5-be7-tan5"
388,"一個頭,-兩個大","一粒頭","zit6-liap6-tau5","cit8-liap8-thau5"
389,"一個頭,-兩個大","兩粒大","nng2-liap6-dua2","nng7-liap8-tua7"
390,"一個頭,-兩個大","頭抈咧燒","tau5-merh7-leh7-sier1","thau5-moh4-leh4-sio1"
391,"一個願打,-一個願挨","做戲悾","zer3-hi3-kong1","co3-hi3-khong1"
392,"一個願打,-一個願挨","看戲戇","kuann3-hi3-ghong2","khuann3-hi3-gong7"
393,"一個蘿蔔一個坑","一e5紅龜按一e5位","zit6-e5-ang5-gu1-an3-zit6-e5-ui2","cit8-e5-ang5-ku1-an3-cit8-e5-ui7"
394,"一個蘿蔔一個坑","數佛做粿","siau3-hut6-zer3-gue4","siau3-hut8-co3-kue2"
395,"一家人","一家口","zit6-ge1-kau4","cit8-ke1-khau2"
396,"一家人","共一家","gang2-zit6-ge1","kang7-cit8-ke1"
397,"一家人","共口灶","gang2-kau4-zau3","kang7-khau2-cau3"
398,"一旁","一邊","zit6-binn1","cit8-pinn1"
399,"一旁","一爿","zit6-bing5","cit8-ping5"
400,"一時之間","臨時臨要","lim5-si5-lim5-iau2","lim5-si5-lim5-iau7"
401,"一時失察","一時失覺察","zit6-si5-sit7-gak7-cat7","cit8-si5-sit4-kak4-chat4"
402,"一時失察","一時無注意","zit6-si5-bher5-zu3-i3","cit8-si5-bo5-cu3-i3"
403,"一時疏忽","一時無張持","zit6-si5-bher5-diunn1-di5","cit8-si5-bo5-tiunn1-ti5"
404,"一時疏忽","一時無斟酌","zit6-si5-bher5-zim1-ziok7","cit8-si5-bo5-cim1-ciok4"
405,"一時興起","一時心適興","zit6-si5-sim1-sik7-hing3","cit8-si5-sim1-sik4-hing3"
406,"一氣之下","氣到地仔","ki3-gau3-de3-a4","khi3-kau3-te3-a2"
407,"一氣之下","起慼到地","ki4-ceh7-gau3-de2","khi2-cheh4-kau3-te7"
408,"一氣之下","慼心","ceh7-sim1","cheh4-sim1"
409,"一氣呵成","一筆成","it7-bit7-sing5","it4-pit4-sing5"
410,"一眨眼","一目nih7","zit6-bhak6-nih7","cit8-bak8-nih4"
411,"一眨眼","目一下nih7","bhak6-zit6-e2-nih7","bak8-cit8-e7-nih4"
412,"一眨眼","目nih7仔久","bhak6-nih7-a4-gu4","bak8-nih4-a2-ku2"
413,"一眨眼之間","一目nih7仔久","zit6-bhak6-nih7-a4-gu4","cit8-bak8-nih4-a2-ku2"
414,"一眨眼之間","一霎仔久","zit6-diap6-a4-gu4","cit8-tiap8-a2-ku2"
415,"一紙空文","空紙白字","kang1-zua4-beh6-ri2","khang1-cua2-peh8-ji7"
416,"一般","一般","it7-buann1","it4-puann1"
417,"一起","一夥","zit6-hue4","cit8-hue2"
418,"一起","同齊","dang5-ze5","tang5-ce5"
419,"一起","相合","sann1-gap7","sann1-kap4"
420,"一起","相佮","sier1-gap7","sio1-kap4"
421,"一起","做一下","zer3-zit6-e2","co3-cit8-e7"
422,"一起","做夥","zer3-hue4","co3-hue2"
423,"一針見血","一刀見肉","zit6-der1-ginn3-bhah7","cit8-to1-kinn3-bah4"
424,"一針見血","掠著根頭","liah6-dierh6-gin1-tau5","liah8-tioh8-kin1-thau5"
425,"一閃一閃","熠一下","sih7-zit6-e2","sih4-cit8-e7"
426,"一閃一閃","熠一下","sih7-zit6-e2","sih4-cit8-e7"
427,"一陣子","一陣仔","zit6-zun2-a4","cit8-cun7-a2"
428,"一陣子","一停仔","zit6-ting5-a4","cit8-thing5-a2"
429,"一陣子","一睏","zit6-kun3","cit8-khun3"
430,"一陣子","一暫仔","zit6-zam2-a4","cit8-cam7-a2"
431,"一陣子","一晡久","zit6-bo1-gu4","cit8-poo1-ku2"
432,"一陣風","一陣風","zit6-zun2-hong1","cit8-cun7-hong1"
433,"一陣風","一港風","zit6-gang4-hong1","cit8-kang2-hong1"
434,"一隻牛剝兩層皮","一隻牛剝雙領皮","zit6-ziah7-ghu5-bak7-siang1-nia4-pue5","cit8-ciah4-gu5-pak4-siang1-nia2-phue5"
435,"一乾二淨","清氣湛湛","cing1-ki3-dam1-dam1","ching1-khi3-tam1-tam1"
436,"一乾二淨","清氣溜溜","cing1-ki3-liu1-liu1","ching1-khi3-liu1-liu1"
437,"一問三不知","一聲毋知","zit6-siann1-m2-zai1","cit8-siann1-m7-cai1"
438,"一問三不知","百項無代","bah7-hang2-bher5-dai2","pah4-hang7-bo5-tai7"
439,"一圈","一圈","zit6-ken1","cit8-khian1"
440,"一圈","一輦","zit6-len3","cit8-lian3"
441,"一圈","一箍","zit6-ko1","cit8-khoo1"
442,"一圈","一箍圍","zit6-ko1-ui5","cit8-khoo1-ui5"
443,"一張嘴吃遍天下","使喙食袂完","sai4-cui3-ziah6-bhe2-uan5","sai2-chui3-ciah8-be7-uan5"
444,"一張嘴吃遍天下","胡蛻蛻","ho5-lui3-lui3","hoo5-lui3-lui3"
445,"一張嘴吃遍天下","全食一支喙","zuan5-ziah6-zit6-gi1-cui3","cuan5-ciah8-cit8-ki1-chui3"
446,"一張嘴吃遍天下","闊喙食四方","kuah7-cui3-ziah6-si3-hng1","khuah4-chui3-ciah8-si3-hng1"
447,"一得一失","一失一得","it7-sit7-it7-dit7","it4-sit4-it4-tit4"
448,"一得一失","一得一失","it7-dit7-it7-sit7","it4-tit4-it4-sit4"
449,"一探虛實","踸看虛抑實","cim4-kuann3-hi1-iah6-sit6","chim2-khuann3-hi1-iah8-sit8"
450,"一掃而空","一掃空","it7-so4-kong1","it4-soo2-khong1"
451,"一推二五六","一聲毋知","zit6-siann1-m2-zai1","cit8-siann1-m7-cai1"
452,"一推二五六","百項無代","bah7-hang2-bher5-dai2","pah4-hang7-bo5-tai7"
453,"一推二五六","卸佫離離離","sia3-gah7-li2-li2-li2","sia3-kah4-li7-li7-li7"
454,"一推二五六","掛無事牌","gua3-bher5-su2-bai5","kua3-bo5-su7-pai5"
455,"一推二五六","推外外","te1-ghua2-ghua2","the1-gua7-gua7"
456,"一推二五六","推佫清氣溜溜","te1-gah7-cing1-ki3-liu1-liu1","the1-kah4-ching1-khi3-liu1-liu1"
457,"一敗塗地","七煞八敗","cit7-suah7-beh7-bai2","chit4-suah4-peh4-pai7"
458,"一敗塗地","倒離離","der4-li2-li2","to2-li7-li7"
459,"一敗塗地","敗佫土土土","bai2-gah7-to5-to5-to5","pai7-kah4-thoo5-thoo5-thoo5"
460,"一敗塗地","敗佫搭底","bai2-gah7-dah7-de4","pai7-kah4-tah4-te2"
461,"一敗塗地","輸佫搭搭","su1-gah7-dah7-dah7","su1-kah4-tah4-tah4"
462,"一敗塗地","尻川裂到喙","ka1-cng1-lih6-gau3-cui3","kha1-chng1-lih8-kau3-chui3"
463,"一晝夜","一對時","zit6-dui3-si5","cit8-tui3-si5"
464,"一晝夜","一暝日","zit6-me5-rit6","cit8-me5-jit8"
465,"一望無際","一隻鳥仔飛袂過","zit6-ziah7-ziau4-a4-bue1-bhe2-gue3","cit8-ciah4-ciau2-a2-pue1-be7-kue3"
466,"一望無際","一望無盡","it7-bhong2-bhu5-zin2","it4-bong7-bu5-cin7"
467,"一望無際","闊茫茫","kuah7-bhong5-bhong5","khuah4-bong5-bong5"
468,"一望無際","闊莽莽","kuah7-bhong4-bhong4","khuah4-bong2-bong2"
469,"一望無際","闊獅獅","kuah7-sai1-sai1","khuah4-sai1-sai1"
470,"一條心","共心","gang5-sim1","kang5-sim1"
471,"一清二白","一清二白","it7-cing1-ri2-bik6","it4-ching1-ji7-pik8"
472,"一清二白","清水煮白米","cing1-zui4-zi4-beh6-bhi4","ching1-cui2-ci2-peh8-bi2"
473,"一清二白","清清白白","cing1-cing1-bik6-bik6","ching1-ching1-pik8-pik8"
474,"一清二楚","一清二楚","it7-cing1-ri2-cer4","it4-ching1-ji7-cho2"
475,"一清二楚","現現","hen2-hen2","hian7-hian7"
476,"一眼分明","一眼分明","it7-ghan4-hun1-bhing5","it4-gan2-hun1-bing5"
477,"一眼分明","目睭尾瞭一下著知","bhak6-ziu1-bhue4-lier4-zit6-e2-dierh6-zai1","bak8-ciu1-bue2-lio2-cit8-e7-tioh8-cai1"
478,"一粒老鼠屎,-壞了一鍋粥","一人害眾人","zit6-lang5-hai2-zing3-lang5","cit8-lang5-hai7-cing3-lang5"
479,"一粒老鼠屎,-壞了一鍋粥","一人做賊","zit6-lang5-zer3-cat6","cit8-lang5-co3-chat8"
480,"一粒老鼠屎,-壞了一鍋粥","一鄉受罪","zit6-hiong1-siu2-zue2","cit8-hiong1-siu7-cue7"
481,"一粒老鼠屎,-壞了一鍋粥","一壺金魚","zit6-o5-gim1-hi5","cit8-oo5-kim1-hi5"
482,"一粒老鼠屎,-壞了一鍋粥","袂堪得一尾三班","bhe2-kam1-dit7-zit6-bhue4-sam1-ban1","be7-kham1-tit4-cit8-bue2-sam1-pan1"
483,"一粒老鼠屎,-壞了一鍋粥","臭柑透籠","cau3-gam1-do3-lang4","chau3-kam1-too3-lang2"
484,"一紮","一紙","zit6-zi4","cit8-ci2"
485,"一貫","接一","ziap7-it7","ciap4-it4"
486,"一貧如洗","一條根","it7-diau5-gin1","it4-tiau5-kin1"
487,"一貧如洗","赤到入茸","ciah7-gau3-rip6-riong5","chiah4-kau3-jip8-jiong5"
488,"一貧如洗","赤到若瀝金","ciah7-gau3-na4-lik6-gim1","chiah4-kau3-na2-lik8-kim1"
489,"一貧如洗","散佫鬼欲掠去","san3-gah7-gui4-bheh7-liah6-ki3","san3-kah4-kui2-beh4-liah8-khi3"
490,"一貧如洗","散佫割喉無血","san3-gah7-guah7-au5-bher5-hueh7","san3-kah4-kuah4-au5-bo5-hueh4"
491,"一貧如洗","散佫無半項","san3-gah7-bher5-buann3-hang2","san3-kah4-bo5-puann3-hang7"
492,"一通百通","一理通","it7-li4-tong1","it4-li2-thong1"
493,"一通百通","萬理徹","bhan2-li4-tet7","ban7-li2-thiat4"
494,"一連串","相連紲","sier1-len5-sua3","sio1-lian5-sua3"
495,"一鳥在手勝過十鳥在林","一千賒毋值八百現","zit6-cing1-sia1-m2-dat6-beh7-bah7-hen2","cit8-ching1-sia1-m7-tat8-peh4-pah4-hian7"
496,"一鳥在手勝過十鳥在林","一隻鳥仔掠在手","zit6-ziah7-ziau4-a4-liah6-zai2-ciu4","cit8-ciah4-ciau2-a2-liah8-cai7-chiu2"
497,"一鳥在手勝過十鳥在林","卡贏十隻歇在樹","kah7-iann5-zap6-ziah7-heh7-zai2-ciu2","khah4-iann5-cap8-ciah4-heh4-cai7-chiu7"
498,"一勞永逸","一耙食到冬尾","zit6-be5-ziah6-gau3-dang1-bhe4","cit8-pe5-ciah8-kau3-tang1-be2"
499,"一博勝負","拚博","biann3-berh7","piann3-poh4"
500,"一報還一報","伊無踏我e5跤","i1-bher5-dah6-ghua4-e5-ka1","i1-bo5-tah8-gua2-e5-kha1"
501,"一報還一報","我無咬伊e5頭","ghua4-bher5-ga2-i1-e5-tau5","gua2-bo5-ka7-i1-e5-thau5"
502,"一報還一報","草索拖俺公","cau4-serh7-tua1-an4-gong1","chau2-soh4-thua1-an2-kong1"
503,"一報還一報","草索拖俺父","cau4-serh7-tua1-an4-be2","chau2-soh4-thua1-an2-pe7"
504,"一廂情願","家己主心願","ga1-gi2-zu4-sim1-ghuan2","ka1-ki7-cu2-sim1-guan7"
505,"一朝被蛇咬,-三年怕草繩","疑神疑鬼","ghi5-sin5-ghi5-gui4","gi5-sin5-gi5-kui2"
506,"一朝被蛇咬,-三年怕草繩","草索看做蛇","cau4-serh7-kuann3-zer3-zua5","chau2-soh4-khuann3-co3-cua5"
507,"一無可取","無一步取","bher5-zit6-bo2-cu4","bo5-cit8-poo7-chu2"
508,"一無可取","無一長可取","bher5-zit6-dng5-ker4-cu4","bo5-cit8-tng5-kho2-chu2"
509,"一無可取","無一症","bher5-zit6-zing3","bo5-cit8-cing3"
510,"一無可取","無孔無榫","bher5-kang1-bher5-sun4","bo5-khang1-bo5-sun2"
511,"一無可取","無半症","bher5-buann3-zing3","bo5-puann3-cing3"
512,"一無用處","無半步","bher5-buann3-bo2","bo5-puann3-poo7"
513,"一無用處","無半症","bher5-buann3-zing3","bo5-puann3-cing3"
514,"一無用處","無半撇","bher5-buann3-pet7","bo5-puann3-phiat4"
515,"一無所有","一掃空","it7-so4-kong1","it4-soo2-khong1"
516,"一無所有","光溜溜","gng1-liu1-liu1","kng1-liu1-liu1"
517,"一無所有","光kut6kut6","gng1-kut6-kut6","kng1-khut8-khut8"
518,"一無所有","無半屑","bher5-buann3-sut7","bo5-puann3-sut4"
519,"一無所有","無半項","bher5-buann3-hang2","bo5-puann3-hang7"
520,"一無所有","搓手","ser1-ciu4","so1-chiu2"
521,"一無所知","毋知半項","m2-zai1-buann3-hang2","m7-cai1-puann3-hang7"
522,"一無所知","毋知頭","m2-zai1-tau5","m7-cai1-thau5"
523,"一無所知","毋知尾","m2-zai1-bhue4","m7-cai1-bue2"
524,"一無所知","毋捌一箍芋仔蕃藷","m2-bat7-zit6-ko1-o2-a4-han1-zi5","m7-pat4-cit8-khoo1-oo7-a2-han1-ci5"
525,"一無所知","毋捌一箍奚","m2-bat7-zit6-ko1-hernn1","m7-pat4-cit8-khoo1-honn1"
526,"一無所知","無半步","bher5-buann3-bo2","bo5-puann3-poo7"
527,"一無所知","無半撇","bher5-buann3-pet7","bo5-puann3-phiat4"
528,"一無所知","菜頭毋知總","cai3-tau5-m2-zai1-zang4","chai3-thau5-m7-cai1-cang2"
529,"一無所知","喢頭不起","sannh7-tau5-but7-ki4","sannh4-thau5-put4-khi2"
530,"一無所長","毋成童生","m2-ziann5-dong5-sing1","m7-ciann5-tong5-sing1"
531,"一無所長","毋成銃兵","m2-ziann5-cing3-bing1","m7-ciann5-ching3-ping1"
532,"一無所長","無一路長","bher5-zit6-lo2-dng5","bo5-cit8-loo7-tng5"
533,"一無是處","一椆豬仔","zit6-diau5-di1-a4","cit8-tiau5-ti1-a2"
534,"一無是處","無一隻會tai5得","bher5-zit6-ziah7-e2-tai5-dit7","bo5-cit8-ciah4-e7-thai5-tit4"
535,"一無是處","五斤蕃薯臭八十一兩","gho2-gin1-han1-zi5-cau3-beh7-zap6-it7-niu4","goo7-kin1-han1-ci5-chau3-peh4-cap8-it4-niu2"
536,"一無是處","有孔無榫","u2-kang1-bher5-sun4","u7-khang1-bo5-sun2"
537,"一無是處","臭凋兼著火","cau3-da1-giam1-derh6-hue4","chau3-ta1-kiam1-toh8-hue2"
538,"一無是處","做龜無尾","zer3-gu1-bher5-bhue4","co3-ku1-bo5-bue2"
539,"一無是處","做鹿無角","zer3-lok6-bher5-gak7","co3-lok8-bo5-kak4"
540,"一無是處","無一下著","bher5-zit6-e2-dierh6","bo5-cit8-e7-tioh8"
541,"一無是處","無一塊好","bher5-zit6-de3-her4","bo5-cit8-te3-ho2"
542,"一無是處","無啥韶路用","bher5-siann4-siau5-lo2-iong2","bo5-siann2-siau5-loo7-iong7"
543,"一番兩瞪眼","扑死板","pah7-si4-ban4","phah4-si2-pan2"
544,"一等一","一度一","it7-der4-it7","it4-to2-it4"
545,"一等一","一流水","it7-liu5-sui4","it4-liu5-sui2"
546,"一等一","一等一","it7-ding4-it7","it4-ting2-it4"
547,"一等一","扑第一","pah7-de2-it7","phah4-te7-it4"
548,"一等一","頭一等","tau5-it7-ding4","thau5-it4-ting2"
549,"一等一","頭一鈧","tau5-it7-kong2","thau5-it4-khong7"
550,"一筆勾銷","扑擦銷","pah7-cat7-siau1","phah4-chat4-siau1"
551,"一筆勾銷","扯消","ce4-siau1","che2-siau1"
552,"一筆勾銷","扯煞","ce4-suah7","che2-suah4"
553,"一筆勾銷","萬事卸落大海","bhan2-su2-sia3-lerh6-dua2-hai4","ban7-su7-sia3-loh8-tua7-hai2"
554,"一絲不苟","袂苟簡","bhe2-go4-gan4","be7-koo2-kan2"
555,"一絲不苟","頂真","ding4-zin1","ting2-cin1"
556,"一絲不苟","過鋩過角","gue3-me5-gue3-gak7","kue3-me5-kue3-kak4"
557,"一絲不掛","褪衫褪褲","tng3-sann1-tng3-ko3","thng3-sann1-thng3-khoo3"
558,"一絲不掛","褪褲膦","tng3-ko3-lan2","thng3-khoo3-lan7"
559,"一絲不掛","斷半紗縒","dng2-buann3-se1-zuah6","tng7-puann3-se1-cuah8"
560,"一絲半毫","一鮮五厘","zit6-sen4-gho2-li5","cit8-sian2-goo7-li5"
561,"一絲絲","一絲仔","zit6-si1-a4","cit8-si1-a2"
562,"一視同仁","共款看待","gang2-kuan4-kuann3-tai2","kang7-khuan2-khuann3-thai7"
563,"一視同仁","考重考","ker4-ding5-ker4","kho2-ting5-kho2"
564,"一視同仁","客無親疏","keh7-bher5-cin1-so1","kheh4-bo5-chin1-soo1"
565,"一視同仁","來者當受","lai5-zia4-dong1-siu2","lai5-cia2-tong1-siu7"
566,"一視同仁","無大細目","bher5-dua2-se3-bhak6","bo5-tua7-se3-bak8"
567,"一傳十,-十傳百","一喙傳一耳","zit6-cui3-tuan5-zit6-hinn2","cit8-chui3-thuan5-cit8-hinn7"
568,"一塌糊塗","三字土連做伙","sann1-ri2-to5-liam5-zer3-hue4","sann1-ji7-thoo5-liam5-co3-hue2"
569,"一塌糊塗","土土土","to5-to5-to5","thoo5-thoo5-thoo5"
570,"一塌糊塗","土公仔","to4-gong1-a4","thoo2-kong1-a2"
571,"一塌糊塗","漿漿","ziunn3-ziunn3","ciunn3-ciunn3"
572,"一塌糊塗","瀰瀰卯卯","mi5-mi5-mauh7-mauh7","mi5-mi5-mauh4-mauh4"
573,"一塊兒","做陣","zer3-din2","co3-tin7"
574,"一意孤行","執死訣","zip7-si4-guat7","cip4-si2-kuat4"
575,"一意孤行","駛硬片","sai4-ngi2-pinn3","sai2-ngi7-phinn3"
576,"一搭一唱","一e5童乩","zit6-e5-dang5-gi1","cit8-e5-tang5-ki1"
577,"一搭一唱","一e5桌頭","zit6-e5-derh7-tau5","cit8-e5-toh4-thau5"
578,"一搭一唱","司公仔象篦","sai1-gong1-a4-ciunn2-bue1","sai1-kong1-a2-chiunn7-pue1"
